"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HPCAL1",0.305787017042233,4.92590297266322,5.30205746378971,1.40739870298034e-07,5.30942135352176e-07,6.0904985291717
"AKR1E2",-0.40711702346181,-0.315759936942943,-5.30153181833988,1.41134714036973e-07,5.32339522047019e-07,6.08778964574125
"PAX5",0.189239995624963,-2.95874239503837,5.30078810507243,1.41695195181344e-07,5.34361077016525e-07,6.0839573962618
"ISCA1",0.15965358567933,4.3579847674921,5.2992655156868,1.42849390511648e-07,5.38620560520646e-07,6.07611329391259
"KIF25-AS1",0.201079920904276,-2.93360642919408,5.29909899549574,1.42976171833914e-07,5.3900532599671e-07,6.07525554157718
"LINC00456",0.211843835182159,-3.05388486239258,5.29882525397278,1.43184823769024e-07,5.39698548681374e-07,6.07384554315169
"PARP12",0.266089188059933,3.29312450258719,5.29773989862405,1.44015012871029e-07,5.42733851687951e-07,6.06825573079249
"KIAA0930",0.176184619410596,4.75421255008847,5.29595220003559,1.453925993553e-07,5.47830665736119e-07,6.05905106106464
"SLC25A51",0.12580155805098,3.4495344938153,5.29585453120179,1.4546822877115e-07,5.48020868762685e-07,6.05854825927305
"TRPC5",-0.186682469786824,-2.67162576877919,-5.29425568227217,1.4671172131982e-07,5.52541557879316e-07,6.05031858862203
"MYO1E",0.205744883013872,4.05419785453286,5.29424645367967,1.46718928586036e-07,5.52541557879316e-07,6.05027109359674
"SCUBE3",0.463919960034656,1.63148852588149,5.29383922702382,1.47037302606521e-07,5.53644863279091e-07,6.04817537629881
"ARL1",0.179392896840961,5.80175160460544,5.29353875500192,1.47272643668961e-07,5.54435194462104e-07,6.04662914989059
"SRA1",0.22039578698798,5.3446434694844,5.29187232384363,1.48584493172241e-07,5.59277268305949e-07,6.03805521635022
"HSDL1",0.161551141434519,3.95874379160694,5.29160908017181,1.48792756590825e-07,5.59964450106056e-07,6.03670103822682
"MOB3C",0.238251534002751,2.60450036479188,5.29029272064463,1.49838434525116e-07,5.63705022151637e-07,6.0299303772872
"GNRH2",0.289341052290256,-2.13296754696724,5.28988608283786,1.5016289232847e-07,5.6482814152207e-07,6.02783916841195
"LRRC31",0.269601537721405,-2.93205566180331,5.28727335589861,1.52263887604272e-07,5.72632052277715e-07,6.01440637169864
"KCNK9",0.158935057960032,-2.90823128405323,5.28716131571722,1.52354617178324e-07,5.72874393151971e-07,6.01383048056697
"MT1G",0.679726942791754,0.689150630233236,5.28681719990475,1.52633607928682e-07,5.73824416281227e-07,6.01206178333376
"TMPRSS11B",0.211429377840589,-2.98148637216036,5.28630196848142,1.53052255351125e-07,5.75299058840956e-07,6.00941378429153
"NUDT6",-0.24265867529231,2.15409407015342,-5.28626767780634,1.53080157417913e-07,5.75304696470562e-07,6.00923755821764
"CALR4P",0.138906759684154,-3.06439905477914,5.28585242882371,1.53418433717381e-07,5.76476577117041e-07,6.00710360329525
"HMGA1",-0.35159427796895,8.69403956847827,-5.28579821875323,1.53462648522095e-07,5.76543295051114e-07,6.00682503069728
"SNORA10",-0.309901730600276,-0.410673653809365,-5.28515839310214,1.53985436292847e-07,5.7840762917103e-07,6.00353732374548
"CHN1",-0.440202636353202,3.79250198445614,-5.28350646509145,1.55343179112263e-07,5.83407079085867e-07,5.9950507282977
"PPP2R5D",-0.228387416148936,4.87037497526229,-5.28262308754975,1.56073990007436e-07,5.8605070519766e-07,5.99051350475963
"RAB6C",0.19612890616722,0.918387246347419,5.28214880778105,1.5646773033486e-07,5.87427953824364e-07,5.9880777944631
"VSTM5",-0.270866295227823,-1.9378037122878,-5.28082742388988,1.57569804958739e-07,5.91380480411807e-07,5.98129278890182
"CDHR4",0.20780414070425,-2.68144885430448,5.28082144553046,1.57574808135427e-07,5.91380480411807e-07,5.98126209503579
"NAP1L1",-0.243352844519309,6.71879826174452,-5.28004688754987,1.58224324034505e-07,5.93715863735468e-07,5.9772856668737
"LINC00303",0.134561969161928,-3.19205683069652,5.27994005291395,1.58314114863963e-07,5.93950510138732e-07,5.97673724219077
"KCNK6",0.357628122238846,2.1860637756051,5.27939407409088,1.587737623011e-07,5.95572435968491e-07,5.97393467961938
"TMEM101",-0.175796635103071,4.05872476961379,-5.27926717626258,1.5888077971896e-07,5.9587128916973e-07,5.97328333995192
"CFAP61",0.297456294796357,-2.80402387416946,5.27640969669571,1.61309173508386e-07,6.04874701557003e-07,5.95862042458026
"RNPC3",0.211575784674237,2.82643637545301,5.2758980402677,1.61747776110745e-07,6.0641501057349e-07,5.95599569558278
"ELAC1",-0.202796209943224,2.12859598167453,-5.27385726469216,1.63508689273012e-07,6.12911463832606e-07,5.94552918576954
"GOT2",-0.202836391898796,6.2400220707627,-5.27365470629028,1.63684479096892e-07,6.13464877798637e-07,5.94449053507208
"FAM9C",0.123392432973827,-3.15050242572406,5.27303773160687,1.64221047531707e-07,6.15264206622404e-07,5.94132713098571
"IL4R",0.258383222845345,4.64985473025178,5.27207822790523,1.65058891175402e-07,6.18296929467425e-07,5.93640817929516
"FYCO1",0.220047927134317,3.82867378313991,5.27111062849999,1.65907995298062e-07,6.21370783352489e-07,5.93144858221581
"LINC01206",0.135686646327234,-3.03888101241573,5.2702002753508,1.66710724501331e-07,6.24269923850148e-07,5.92678319706701
"LINC00534",0.226533795072403,-2.83041187669945,5.26980502553892,1.67060416764442e-07,6.25471904002954e-07,5.92475785502896
"PGLYRP4",0.257328312548572,-2.91110371871954,5.26968104912585,1.67170249586984e-07,6.25775595000926e-07,5.92412260377884
"ZNF169",-0.188301446003088,0.399727693646291,-5.26957866029707,1.67261010315898e-07,6.26007800546791e-07,5.9235979772952
"DEF6",-0.36192914209498,0.208301138047451,-5.26865362039198,1.68083161045778e-07,6.2897682967328e-07,5.91885863538441
"BOLL",0.130205234385578,-3.08343721265467,5.26838072755864,1.68326447457372e-07,6.29779067667607e-07,5.91746064885184
"RAPGEF3",0.31612277831598,0.919760562737129,5.2678476877861,1.68802641074022e-07,6.31452283090635e-07,5.91473016860081
"ZNF394",0.18863118535496,3.45707737913536,5.2646222101368,1.71712087040598e-07,6.42115389842908e-07,5.89821333329692
"CA10",0.180947391067943,-2.90940631157129,5.26445945393918,1.71860176076671e-07,6.42558894425303e-07,5.89738015468942
"PRR29",0.350847418072165,-1.07093223195671,5.26412165525983,1.72167928009402e-07,6.43599099558222e-07,5.89565097954445
"MVP",0.246297455948966,7.074239522635,5.26262153122999,1.73541076587666e-07,6.4858901848938e-07,5.88797318554404
"CLC",0.135933864103245,-3.19630336722942,5.2625984331015,1.73562302285983e-07,6.4858901848938e-07,5.88785498305914
"RAB6A",0.173701192182976,6.22451943606473,5.26201204225442,1.7410200057083e-07,6.50494271680107e-07,5.8848543478835
"OSCP1",0.225229061339687,2.51798635078354,5.26105715070188,1.74984336180853e-07,6.53678841999105e-07,5.87996872578454
"CASC18",0.210082517329929,-2.59678273707738,5.26082853605235,1.75196221392716e-07,6.54358187203854e-07,5.8787991627073
"GGT5",-0.484105251530697,0.119331089814784,-5.26047544059715,1.75523966439517e-07,6.5546996207662e-07,5.87699286638731
"NHP2",-0.245691359628465,6.43019547968272,-5.26015637875481,1.75820631820172e-07,6.56465313118839e-07,5.87536077121678
"TBC1D24",0.15275572140156,2.57436748866004,5.25982424044493,1.76129971486641e-07,6.57507637261248e-07,5.87366188559366
"VSIG4",0.118036469097846,-3.22306253700038,5.25901335103303,1.7688741516972e-07,6.6022212684964e-07,5.86951461723079
"ZNF805",0.170889190507162,1.1101886136501,5.25857152533698,1.77301446493832e-07,6.61654139253401e-07,5.86725516831407
"FUT10",-0.183049960994616,2.3143393525071,-5.25653899319159,1.79218233554771e-07,6.68692689924394e-07,5.85686333267383
"CAND1",-0.143472001433766,4.70832514148184,-5.25639971124939,1.79350315891503e-07,6.6907094389246e-07,5.85615135765601
"CCDC90B",0.163467915776586,4.85556032442617,5.25530119308661,1.80395358778891e-07,6.72854308078061e-07,5.85053662886981
"TANC1",0.208256315248586,3.627852504081,5.25379487804129,1.81837936336725e-07,6.78118882898724e-07,5.84283938083436
"SNAP23",0.214188285006871,5.3278497711185,5.2536891281233,1.81939630091827e-07,6.78382022536092e-07,5.84229907874607
"LRRC8C",-0.32088105489877,2.73290338200951,-5.25359934666138,1.82026011095352e-07,6.7858798661552e-07,5.84184037146896
"VPS36",-0.18722262227676,3.78542020677584,-5.25310382313594,1.82503481534991e-07,6.80251601547631e-07,5.83930879916363
"SETD1B",-0.186686531601532,3.00026334634208,-5.25128415771848,1.84267276135996e-07,6.86708388404884e-07,5.83001427828748
"XPO6",-0.155080654033767,5.78022176328856,-5.24944176143038,1.86069912318047e-07,6.93307693127608e-07,5.82060675772903
"KCNJ6-AS1",0.107282796943704,-3.11352683602958,5.24903644652674,1.86468765132132e-07,6.94675054236478e-07,5.81853758525351
"ALDH1B1",-0.219390649587961,4.29728125040817,-5.24690277729745,1.88582101472378e-07,7.02428032663781e-07,5.80764748754137
"DYNLRB2",0.320796244349293,-2.33673729272308,5.24667266596326,1.88811400273446e-07,7.03161923082958e-07,5.8064732658619
"NELL2",0.332400410234087,-2.06247259736353,5.24614346415741,1.89339758015119e-07,7.05009112636609e-07,5.8037730178741
"C11orf98",-0.228665512040591,5.17276356114399,-5.24564664608845,1.89837086086671e-07,7.06740151346074e-07,5.80123824230696
"SNX25",0.179437350540946,3.03831031744568,5.24487614046459,1.90610884980416e-07,7.09499689737488e-07,5.79730755698
"GAS2L2",0.128406195524386,-3.01946902353576,5.2445117288211,1.90977916853844e-07,7.10744459136681e-07,5.79544872460635
"DAZAP2",-0.18947473449866,6.51562414117861,-5.24443965967625,1.91050585185348e-07,7.10893485517201e-07,5.79508112059419
"FAM120A",-0.20747071712425,5.64761401109296,-5.24421682474916,1.91275442144752e-07,7.11608653633967e-07,5.79394453387517
"ZNF800",0.177668865562222,2.74450794949948,5.24214662434645,1.93376710319141e-07,7.1918049459875e-07,5.78338750265521
"PSKH1",0.197876567842834,4.28001342486751,5.24194848996139,1.93578985771439e-07,7.19809914668884e-07,5.78237731904185
"GPBAR1",0.241954278017258,-2.14293314783601,5.24150174467071,1.94035819993591e-07,7.21385517430531e-07,5.78009973107739
"TRPM6",0.229013677338242,-2.55863293573811,5.24094502677062,1.94606571088991e-07,7.23384030028848e-07,5.77726174015144
"EP300-AS1",-0.347968769042428,-1.36920964999761,-5.23967042818856,1.9591942476066e-07,7.28139905429777e-07,5.77076527059745
"RAB37",0.317323154148253,-1.89120853741851,5.23880062155473,1.96820254450633e-07,7.31363121500561e-07,5.76633283379966
"LAS1L",-0.19557219955678,4.23482288037312,-5.23842753872899,1.97207871364667e-07,7.32678519528747e-07,5.76443185918515
"CYP4F3",0.359518185587134,-2.48985601356568,5.23835868578117,1.9727948732117e-07,7.32819643492719e-07,5.76408104572076
"INSL5",0.14640632745333,-3.14805750382571,5.2382396677668,1.97403340797183e-07,7.33154729158109e-07,5.76347464593151
"PPIL3",-0.230703673860616,4.25034001152697,-5.23806120281761,1.97589197472474e-07,7.33719940852966e-07,5.7625653869542
"CNNM1",0.402756097160096,-0.657808769714357,5.23798466279451,1.97668959547479e-07,7.3389105955692e-07,5.76217543307528
"SOWAHB",0.333132187064657,-1.85074981448854,5.2371939818109,1.98494751349522e-07,7.36831453476334e-07,5.75814741038765
"CTAGE7P",0.187923054567506,-0.86911197423702,5.2368281900844,1.98877915196004e-07,7.3812804839396e-07,5.7562841262272
"GJB4",0.420391196713689,-2.32522909753336,5.236053185758,1.99692092660031e-07,7.41023620412478e-07,5.75233678609456
"KRT16",0.591020945929856,-1.15190475228789,5.23421658801617,2.01634425378229e-07,7.48103887109075e-07,5.74298462647848
"MVB12A",-0.211506993262418,4.73414156032038,-5.23409881071318,2.01759605233901e-07,7.48334541603057e-07,5.74238499737647
"GPR146",0.4351677967059,-0.318903268905739,5.2340934740346,2.01765279115097e-07,7.48334541603057e-07,5.74235782752238
"DLX5",0.358490306633431,-2.3703139625842,5.23381451782878,2.02062076533372e-07,7.49307802529302e-07,5.7409376549535
"TSEN54",-0.185129076604963,3.1677662344616,-5.2335462431519,2.02347907860214e-07,7.50240073553524e-07,5.73957192990736
"IL11RA",-0.331932062322272,2.53691545044014,-5.23323992410976,2.02674751831036e-07,7.51324063014335e-07,5.73801261075348
"MEOX2",-0.359584180511356,-1.93485686010965,-5.23210871066367,2.03886196032481e-07,7.55686377198123e-07,5.73225490997173
"PELI2",-0.406803306801341,0.354741257167772,-5.23159599840815,2.04437577574259e-07,7.57601159071956e-07,5.72964567238585
"NKX2-6",0.263528182818416,-2.32006470196662,5.23135957963831,2.04692313219819e-07,7.58416171579639e-07,5.7284425981228
"C9orf57",0.113130714703208,-3.21634867156579,5.23116967515087,2.04897153295723e-07,7.59046067717409e-07,5.72747626035702
"ATP6V0E2",-0.306924567073724,3.62300684177502,-5.23033237202148,2.05802676882029e-07,7.62271006163421e-07,5.72321600079313
"ZBTB18",-0.240891104703427,2.9157118057289,-5.23021783233797,2.05926849618285e-07,7.62601300676823e-07,5.72263326471925
"PHEX",0.319121051056403,-1.04239238349374,5.23015835634914,2.05991356275355e-07,7.62710561298214e-07,5.72233067737864
"BIRC2",0.209600556612542,5.30367284574112,5.22922650566982,2.07004583156468e-07,7.66331951576527e-07,5.71759026164205
"CYP17A1",0.193837694910739,-2.84871653797444,5.22919129324606,2.07042965021683e-07,7.66343843693303e-07,5.71741114827543
"SMCO1",0.148350531936142,-2.99247481511608,5.2290317407449,2.07216965043842e-07,7.66857620296418e-07,5.71659957444491
"KCNAB1-AS2",0.181962468252228,-3.11950516373144,5.22793699539419,2.08414662690414e-07,7.71159025305505e-07,5.71103171584377
"RRH",0.188258857998211,-2.66924452532114,5.22726516449628,2.09152988675508e-07,7.73759528563551e-07,5.70761534054104
"MRPL18",-0.20088616442975,5.98673913034474,-5.22667683404619,2.0980162823695e-07,7.76027411183694e-07,5.70462392083207
"UBE2G2",0.15065273653191,5.51557855449272,5.22552277124566,2.11079652639367e-07,7.8062213696738e-07,5.69875690976186
"IL17RE",-0.339445656897658,0.746180352492238,-5.22469197046673,2.12004353516558e-07,7.83908851709791e-07,5.69453405401985
"PABPC5",-0.322572880255675,-1.08547309717175,-5.22444126938948,2.12284158924061e-07,7.84810285537035e-07,5.69325989691219
"ARIH1",0.142436593644598,3.32737910109237,5.22424838376656,2.1249968021902e-07,7.85473796772256e-07,5.6922796190902
"IGFL1",0.443521176234645,-2.75685609630451,5.22407618776333,2.12692262807737e-07,7.86052307764686e-07,5.69140451842418
"FAM220CP",0.244366004911054,-2.02479243297866,5.22326693346797,2.13599590684161e-07,7.89271677294874e-07,5.6872922512644
"COL14A1",-0.570754423590513,-0.28706325922653,-5.22243086072698,2.1454092098135e-07,7.92615576158632e-07,5.68304433851429
"AMACR",0.196622944817082,2.28290953194346,5.22168986069208,2.15378564328978e-07,7.95575337638315e-07,5.67928000889578
"SLC26A9",0.23327525787143,-2.81323372021902,5.22051276989311,2.16715685706111e-07,8.00246480473348e-07,5.67330134925845
"C1R",-0.59077065329799,4.57836029641965,-5.22051197680577,2.16716589319561e-07,8.00246480473348e-07,5.67329732145294
"SMCO4",-0.27258039561541,2.33791643316078,-5.22039087392591,2.16854612116062e-07,8.00620467300742e-07,5.67268229027729
"PDZD2",0.336168719548923,-0.693587244665941,5.22013864229725,2.17142357507841e-07,8.01547004928994e-07,5.67140135409081
"UBTD2",-0.185612484869306,4.2478286975111,-5.21981927723452,2.17507218745293e-07,8.02757841541315e-07,5.6697795707559
"VSIG10L",0.267239015186851,0.565132480379115,5.21836596120356,2.19175078223014e-07,8.08776452917778e-07,5.66240060255453
"CD300E",0.10046849912416,-3.1984381637837,5.21812618765115,2.19451434728665e-07,8.09659120002982e-07,5.66118337963125
"FPR2",0.205895827746184,-2.99416472657184,5.21808580882245,2.19498007437209e-07,8.09693851710983e-07,5.66097839961719
"ZNF646",0.144435754813218,2.82482122598383,5.21804827378268,2.19541308714073e-07,8.09716505903802e-07,5.66078785722582
"RPRM",0.264289199678255,-2.55580253152795,5.21752598914233,2.20144686635026e-07,8.11804488369813e-07,5.65813667293917
"MIR3197",0.329604250401689,-2.64273851399473,5.21697306463269,2.20785210467899e-07,8.14028720151528e-07,5.65533023064497
"BPIFB4",0.140844415490751,-3.15449969350647,5.21666171459853,2.21146680709136e-07,8.15223510852998e-07,5.65375005589685
"STK33",-0.370185555309587,-0.549957249640478,-5.21634945278585,2.21509784690735e-07,8.16423918878741e-07,5.65216534338412
"RPL18A",-0.260103713208306,8.71399062744065,-5.2147558932629,2.23371809315525e-07,8.23008408012393e-07,5.64407951082586
"CDH1",0.613778386358088,-0.672361691330998,5.21281572860447,2.25659283982848e-07,8.31295992897083e-07,5.63423813880524
"SCARNA23",-0.281963140081933,-2.70795856816327,-5.21253866896758,2.2598778424532e-07,8.32365418983355e-07,5.63283305304638
"UCHL3",0.226398265605033,4.49663223887407,5.21245351564894,2.26088840596913e-07,8.32492137813664e-07,5.63240121902451
"FAM98A",0.22134258195713,5.52501589725773,5.21244529488034,2.26098598971146e-07,8.32492137813664e-07,5.63235952978088
"PITPNB",-0.21714700741052,5.14786465211852,-5.21208071196214,2.26531783260129e-07,8.33946199905087e-07,5.63051071588966
"HDAC5",-0.257860867884077,4.03077067390063,-5.21170722631239,2.26976378178693e-07,8.35441770357046e-07,5.62861688294059
"ITGA7",0.431012172160848,1.54483560244827,5.2112947583676,2.27468358517151e-07,8.37111219741381e-07,5.62652553194113
"GCK",-0.364041617143924,-1.60433115076188,-5.20934480009821,2.29808219338168e-07,8.45579381860634e-07,5.61664071165378
"LONP1",-0.220244260995547,5.66475050183804,-5.2090793095631,2.30128591661784e-07,8.4661523084759e-07,5.61529514560452
"TRIM45",-0.208369654461868,0.850274835742176,-5.20885593424261,2.30398477515556e-07,8.47465027863599e-07,5.61416307931203
"RIMS4",0.288440868196187,-2.44403544503221,5.20800973884171,2.31423645542266e-07,8.51092191791726e-07,5.60987497751505
"CCT3",-0.161133257072613,7.79668930495327,-5.20743718154885,2.32119802408269e-07,8.53508352088455e-07,5.60697391335795
"TEX12",0.224167312492189,-2.61208961554658,5.20689039934486,2.32786511326085e-07,8.55815434755423e-07,5.60420372989947
"FA2H",0.37880396068667,-2.25287620684874,5.2058612251817,2.34046445714682e-07,8.60302302989695e-07,5.5989903332982
"BCLAF1",-0.196618026464506,5.19388350733444,-5.20563978211436,2.34318401802184e-07,8.61156683297282e-07,5.5978687163708
"NANP",-0.161705770099319,2.61720706855558,-5.20542208666991,2.34586053436709e-07,8.61994958581094e-07,5.59676612534928
"SMPDL3B",0.348981258667521,-1.64718893772545,5.20393394038719,2.36423634681637e-07,8.68454315528132e-07,5.58923008339706
"PIGU",-0.175009687675785,3.98977284038361,-5.20357361863815,2.36870654386937e-07,8.69830276041486e-07,5.58740570432168
"GADL1",0.199914999963663,-2.84494550266589,5.20332256349645,2.37182599851087e-07,8.70801828265406e-07,5.58613463407692
"LINC00547",0.165954581068582,-2.94184475620173,5.20302726313422,2.37550030424452e-07,8.72003902114019e-07,5.58463962851791
"CNEP1R1",0.170669543366716,3.74840412556009,5.20298010364871,2.37608760085496e-07,8.72072575755931e-07,5.58440088348548
"STUB1",0.207393097300918,6.50198302371297,5.20267638235511,2.37987333526438e-07,8.73314920434671e-07,5.58286334267902
"SYTL3",0.317595635564525,1.62518505030152,5.20208181402964,2.38730123476051e-07,8.75893145402112e-07,5.57985368117408
"GOLGA8IP",0.160795248711836,-2.42000748388311,5.20088287665813,2.40234775480891e-07,8.81265279078893e-07,5.57378573888242
"SLC6A7",0.137020626430291,-3.07095315844843,5.20037187255787,2.40878864580635e-07,8.83479289549241e-07,5.57119989868693
"NDUFV3",0.133609502189282,3.77781167283791,5.19981163188591,2.41586933344034e-07,8.85927175625463e-07,5.56836518274928
"LINC00698",0.113614779491625,-3.14874653871555,5.19972693666474,2.41694151776297e-07,8.86171221135036e-07,5.56793666551105
"ADAMTSL1",-0.436425291744453,1.26693225660496,-5.19901186309274,2.4260122375073e-07,8.89347352881629e-07,5.56431899950978
"PTH2R",0.180200188942012,-2.98127461925719,5.19831266862597,2.43491337320938e-07,8.92460259078763e-07,5.56078212419986
"WIF1",0.20384762482876,-2.80321884615497,5.19826913171206,2.43546866617442e-07,8.92513660207545e-07,5.56056190762263
"LINC00339",-0.244930717830434,2.56872959504584,-5.19809617025556,2.43767591911176e-07,8.9317232684455e-07,5.55968705855985
"SMOX",0.306901032542774,4.05172607069119,5.19799939036277,2.43891182301455e-07,8.93474926420428e-07,5.55919755229331
"GPR137",0.182722873993258,4.31961973547818,5.19725146340161,2.44848350845921e-07,8.9683065472056e-07,5.55541487870121
"DACT3-AS1",0.231989850019664,-1.73124267848542,5.19701768181319,2.4514828047769e-07,8.97778324640147e-07,5.55423262381958
"NREP-AS1",0.152697472469435,-3.1587544180335,5.19672094546581,2.45529489754832e-07,8.99023287137923e-07,5.55273207354289
"SNRPD3",-0.191303347362876,5.42863023348249,-5.19641934651856,2.45917533547484e-07,9.00292852150482e-07,5.5512070170441
"DISP2",0.233413584875907,-1.01721663476367,5.19564351566856,2.46918462697552e-07,9.03805359008844e-07,5.54728435864821
"CYP11A1",0.366206407717174,-1.64004294425248,5.19552917668474,2.47066308647752e-07,9.04194636451885e-07,5.54670629918245
"CSH2",0.148937853127192,-3.13912579587541,5.19360076915948,2.49572775961293e-07,9.13067494002465e-07,5.53695873530601
"SNORA47",-0.426701156681125,-1.73127254376221,-5.19359939159228,2.49574575230779e-07,9.13067494002465e-07,5.53695177331245
"EIF3K",-0.189306760938498,7.51061360556876,-5.19330667131298,2.49957188126875e-07,9.14313770234113e-07,5.53547245384687
"DUSP16",0.218826748842037,2.66795682335952,5.19185967660791,2.51856897334643e-07,9.20986723146587e-07,5.52816094247558
"EXOC6",-0.232917427945816,2.54599714814164,-5.19185277756742,2.51865988216178e-07,9.20986723146587e-07,5.52812608697821
"TOP3A",-0.178005206229941,3.2413887762618,-5.19111427454979,2.52840953277222e-07,9.2439670669642e-07,5.52439525819947
"PPFIA1",0.157323192460793,4.50675561860812,5.19031879343024,2.53895224701524e-07,9.28089150240923e-07,5.52037714557835
"KIF21A",0.312017272490922,1.49335408775851,5.19028801975037,2.53936095169178e-07,9.28089150240923e-07,5.52022171412802
"CWF19L2",-0.177547172948826,2.72873392026381,-5.19013651604549,2.54137399777868e-07,9.28669116411159e-07,5.51945651319075
"LINC01214",0.1994819192423,-2.97977820306947,5.19008747268276,2.54202597293245e-07,9.28751608822904e-07,5.51920881403394
"ZNF580",-0.207927665666423,4.3020179975228,-5.18954523782524,2.54924515519579e-07,9.31233058369092e-07,5.5164703422313
"FAM50A",0.164705825465084,6.58448838324783,5.18881051603392,2.5590587128926e-07,9.34661236237507e-07,5.51276017812869
"LRRD1",0.15435183166127,-2.79730044669192,5.18751382719648,2.57646760882008e-07,9.40861893685092e-07,5.50621343361439
"PRR15L",0.381543427342519,-1.91260757141545,5.18732564060631,2.57900363763706e-07,9.41630182039403e-07,5.50526344284738
"LRTOMT",-0.265753532678802,0.215746571249152,-5.1871125078969,2.58187876004058e-07,9.42522000021515e-07,5.50418756022248
"CDC42SE1",0.225286106792754,5.77563367950565,5.18475233799552,2.61392503154885e-07,9.54060744345886e-07,5.49227634868712
"GGNBP1",0.170211333719942,-2.84001510700988,5.18424359030524,2.62088301954398e-07,9.56440143960198e-07,5.48970949426055
"ADPRM",0.183246132283498,2.91284427990583,5.18354494447311,2.63046738947175e-07,9.59777033097612e-07,5.48618490978976
"PCDHAC2",0.387138447733326,-1.70958128720567,5.18329241159357,2.63394009609538e-07,9.60883219385875e-07,5.48491102247729
"WFS1",0.235454956794324,4.96933913350591,5.18195152845699,2.65245367303456e-07,9.67475151245783e-07,5.47814800157308
"KHDC1",-0.370591880459219,1.17081945252442,-5.18173546124173,2.65544866533657e-07,9.68405463057472e-07,5.47705837713959
"FBXO17",-0.348390588187666,3.82846305121535,-5.18138286903057,2.66034311007385e-07,9.70028051681881e-07,5.47528035123919
"ZSWIM6",0.183684441666303,3.39812677105654,5.18036900083378,2.67446560905032e-07,9.75014315228485e-07,5.47016833080885
"QPRT",0.570336923142968,3.4555634688827,5.17990286588341,2.68098286281791e-07,9.77226774519944e-07,5.46781835203251
"IL1RAP",0.260776420228033,2.1835129417608,5.17970422995708,2.68376475143526e-07,9.78077168987697e-07,5.4668170072131
"PRND",0.178917214037246,-2.86980498972669,5.17834410252057,2.70288843991071e-07,9.84881924843719e-07,5.45996143824152
"COA7",-0.155156804785886,3.64394063605847,-5.17824072216738,2.70434736801856e-07,9.85248773601812e-07,5.45944043102401
"CMTM4",0.179480902440968,2.87878964148031,5.17782211367807,2.71026266098289e-07,9.87238772698382e-07,5.45733086555511
"PRKAR2B",-0.406875040064641,2.05847743147978,-5.17656762786544,2.72806465652896e-07,9.93557226571386e-07,5.45100988857087
"LRG1",0.348250024993262,-2.14799299927273,5.17489947050149,2.75191220189831e-07,1.0019180710474e-06,5.44260679421143
"TMEM231",0.218619052288007,2.51132222178257,5.17489745760159,2.7519410992284e-07,1.0019180710474e-06,5.44259665607882
"NT5DC4",-0.302422450660542,-2.0377134915346,-5.17445365434097,2.75831954074702e-07,1.00407254916267e-06,5.44036149648239
"LINC01484",0.230315149246295,-2.90020564291833,5.17346652281593,2.77255813564052e-07,1.00908705153845e-06,5.4353905837601
"TTLL3",0.247354861478226,2.9996675215078,5.17302671145809,2.77892493708088e-07,1.01123537707068e-06,5.43317610880132
"ZDBF2",0.257010609797082,1.68651846449211,5.1727714463042,2.78262669204655e-07,1.01241335147261e-06,5.43189091623773
"ZC3H14",-0.179253651526083,3.95176020673863,-5.17243648305782,2.78749143343736e-07,1.01401399556928e-06,5.43020455606911
"CHRNA6",0.206580447129388,-2.94786144804434,5.17112034028646,2.80668583191414e-07,1.0208259769222e-06,5.42357948627083
"TYRO3",-0.217623437043564,2.56965887395909,-5.17004917951521,2.82240175299647e-07,1.0263707309378e-06,5.41818876265548
"CTTN",0.191781197516364,7.57673113239928,5.16984142691016,2.82545970917174e-07,1.02731131424749e-06,5.41714334951193
"SSR4",0.176598112191217,7.02458767330849,5.16923939447072,2.83433926494413e-07,1.03036791096317e-06,5.41411414133848
"PPM1A",0.141721185515621,3.37870590805992,5.1690147364289,2.83765972332161e-07,1.03140292529071e-06,5.41298382951901
"DUSP7",-0.279587685510833,4.13849541540518,-5.16891471203094,2.83913929962035e-07,1.03176860137971e-06,5.4124805962868
"IDNK",-0.256533055023597,0.74358549113524,-5.16877252260249,2.84124387182219e-07,1.03236124674013e-06,5.41176524225836
"NIM1K",0.31315985922138,-0.758792499447194,5.16789875150665,2.85420988336715e-07,1.03689952248366e-06,5.40736971557592
"LINC01460",0.238490136100234,-2.74650275250382,5.1664989017913,2.87510181397749e-07,1.04431519464193e-06,5.40032920636462
"LRP2",0.297846695867246,-2.79181892278311,5.16622726746924,2.87917289415399e-07,1.04561962272692e-06,5.39896323784621
"MXRA7",0.318198312586965,6.09759304398826,5.16544388906778,2.89094491262624e-07,1.04971987412308e-06,5.39502424139606
"OTOS",0.174372050709483,-3.06140068106714,5.16464976783452,2.90292587196874e-07,1.05371905297682e-06,5.39103180578949
"PRPH2",-0.295835541335848,-1.02994132375189,-5.16423523878446,2.90919896000377e-07,1.05582020883548e-06,5.38894799685775
"GAPT",0.116612062256585,-3.17800378719536,5.16352463648065,2.91998305056546e-07,1.05955754657488e-06,5.38537621710148
"NKPD1",0.225867877042484,-2.14320930475681,5.16292748807747,2.92907525140006e-07,1.06267981565114e-06,5.38237506377683
"ALKBH5",0.157294628235156,5.83472574842957,5.16265411803347,2.93324672282597e-07,1.0640160827431e-06,5.38100126820838
