"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RIMBP3",0.193414747962296,-1.4896251205722,5.16113237205093,2.95657291496251e-07,1.07229899828617e-06,5.37335513701383
"RP9P",-0.19177631647536,2.96789429059223,-5.16090652989814,2.96005000364263e-07,1.07338142085826e-06,5.37222055769525
"SNHG5",-0.298373809545577,6.55933223995478,-5.1598955072343,2.97566434841682e-07,1.07886399587359e-06,5.36714198827184
"SAMD7",0.110113905160567,-3.20090523155906,5.1597028358553,2.97864900885686e-07,1.07976645987342e-06,5.36617426837542
"SP2",-0.202248865255672,2.81523625897473,-5.15804498566182,3.00445057085799e-07,1.08875732477957e-06,5.35784889184772
"C1QL2",0.119149875855872,-3.10364149178132,5.15727621663318,3.01648834890117e-07,1.09293783043825e-06,5.35398915587867
"CD163",0.195346964953092,-2.79738445400914,5.1572057110644,3.0175946930656e-07,1.09315691374729e-06,5.35363519796591
"METTL15",-0.147204963233789,2.50389550417279,-5.15705862439084,3.01990397947633e-07,1.09381163086418e-06,5.35289679600366
"HR",-0.473833321102852,0.0963320164800551,-5.15695871866508,3.0214734912849e-07,1.09419822793914e-06,5.35239526240653
"PON2",0.22846256376091,6.25055194224261,5.1560801702013,3.03530943467012e-07,1.09902613129714e-06,5.34798528566582
"ELP3",-0.173888308042453,4.0992195986698,-5.15599296670873,3.03668610875586e-07,1.09934192240887e-06,5.34754759641518
"DNAAF1",0.22836800240682,-1.31498833551938,5.15532701046905,3.04721943371283e-07,1.1029719511728e-06,5.34420527963869
"MYADML2",0.192041086941365,-2.29793477116708,5.15422950651587,3.06465561738298e-07,1.10909891883035e-06,5.33869799455492
"SCAMP1-AS1",0.216301551859318,1.46342424604282,5.15304489678184,3.08358392158342e-07,1.11576376040025e-06,5.33275485989998
"PLEKHA7",0.374085421202446,-0.680995363336187,5.15288941144295,3.08607672337858e-07,1.11648035534483e-06,5.33197489302573
"HSD17B7",-0.252779198080228,2.79047012334232,-5.15231137282778,3.09536116396415e-07,1.11965338251625e-06,5.3290754522275
"HYAL4",0.198760375548588,-2.94484158671687,5.15156498533856,3.10738958067458e-07,1.12381774212281e-06,5.32533203012938
"SLC7A9",0.261072723798252,-2.43683090969963,5.1510399595022,3.11587770598206e-07,1.12670055116743e-06,5.32269913057532
"UBC",0.191166021998287,10.1088189853707,5.1492572137961,3.14486710118983e-07,1.13699442732581e-06,5.31376091698657
"INSL4",0.29689745462844,-2.90364733596852,5.14818055173796,3.16250093099261e-07,1.14318008106053e-06,5.3083642407879
"CADPS",0.367934175683778,-2.02200040705494,5.14704571550187,3.18119103444298e-07,1.1497454410435e-06,5.30267713034251
"BOP1",-0.179377461908565,5.11550986671708,-5.14690519113797,3.18351280818996e-07,1.15039376601093e-06,5.3019729902746
"SMAD1",-0.233755063293875,3.14902720751823,-5.14684540855168,3.18450104563847e-07,1.15056006938256e-06,5.30167343697168
"SFTPA1",0.135846542952501,-3.1883114025872,5.14606691740818,3.19739702334789e-07,1.15502787033737e-06,5.29777294365515
"ENOPH1",-0.174663094036394,4.96912788182966,-5.14497585865713,3.21555579894251e-07,1.16139500843622e-06,5.29230732708951
"ATP13A4",0.247441161937133,-2.59499500693019,5.14480262901733,3.21844806227295e-07,1.16224698834815e-06,5.2914396410527
"RPL36",-0.211140175281251,9.36120394609127,-5.14454886535318,3.22268947314616e-07,1.1635858097739e-06,5.29016861999467
"ACADS",-0.241723511387856,2.4721388841508,-5.14349478689309,3.24036528038127e-07,1.169774013577e-06,5.28488971462673
"SLC1A2",0.347820325155823,-1.26055941519291,5.14263337013455,3.2548799172917e-07,1.17481917173739e-06,5.28057643576262
"C2orf73",0.167209000517033,-2.8709654770543,5.14246234817328,3.25776906000988e-07,1.1756672377876e-06,5.27972017755661
"EFCAB9",0.195255179928412,-2.84620142985826,5.13974809026374,3.30395540706125e-07,1.19213757774242e-06,5.2661342787747
"CNTNAP5",0.121116509993411,-3.01834641911274,5.13970098154465,3.30476258078259e-07,1.1922314012459e-06,5.26589854170022
"PC",-0.283081651440082,2.80920530087772,-5.13795382819441,3.33483380963876e-07,1.20288079311419e-06,5.25715704715521
"PPM1J",0.338434280229147,0.34010567849352,5.13649319073991,3.3601765240371e-07,1.21182135813917e-06,5.24985123551341
"CLDN9",0.314273576703429,-2.43050627814512,5.13631936018959,3.36320493095211e-07,1.21271281557913e-06,5.24898190167069
"RPL31",-0.204479336908678,8.63128858515149,-5.13490667637128,3.38791419842806e-07,1.22142042329165e-06,5.2419180461545
"EYA2",-0.437142698517789,-0.398357232718247,-5.1333884058353,3.41466593761661e-07,1.23065780318667e-06,5.23432828000738
"FN3K",0.25395787208848,2.24142550947428,5.13295294547163,3.42237630443344e-07,1.23305002262551e-06,5.23215182623797
"MRGPRF-AS1",-0.321254715737545,-1.41766274162719,-5.13294961675181,3.42243530832451e-07,1.23305002262551e-06,5.23213518979619
"GPR160",0.28249533033588,-0.400457740838755,5.1314656729119,3.44883742624019e-07,1.24235687746361e-06,5.22471968090494
"FBXL3",-0.17290359999278,4.20007145147915,-5.13031071589576,3.46952240832676e-07,1.24960154177587e-06,5.21894958073429
"RPRD1A",0.144181261109887,4.31800509649996,5.13027612794249,3.47014371551798e-07,1.24961876650367e-06,5.21877680027663
"ARHGAP9",0.29557550494687,-1.9756481175699,5.12729869645983,3.52403268996101e-07,1.26839564443757e-06,5.20390749995315
"PDE4DIP",0.242608318594361,3.92796035983925,5.12722932475756,3.52529785230005e-07,1.26864145667412e-06,5.20356115515118
"ASB13",-0.209061845873186,2.69883018792931,-5.12602406107905,3.54734898562259e-07,1.27615543002668e-06,5.19754447176469
"HK2",0.32323378518838,4.34112306401078,5.12593537465072,3.54897682107229e-07,1.27653028938866e-06,5.19710180161452
"WRAP73",-0.166732033727122,3.54118452910426,-5.1251757723169,3.562948897548e-07,1.28134438814278e-06,5.19331061416134
"XG",0.448831237882808,-1.36900119309583,5.12311742579288,3.60107777149013e-07,1.29484298087079e-06,5.18304005374724
"SETD2",-0.193259829883116,4.11344292831336,-5.12217137848595,3.61873439470302e-07,1.30097710708759e-06,5.17832086167479
"SLC36A4",-0.19955355475915,2.56933525240788,-5.12189526738781,3.623903370389e-07,1.30258261674003e-06,5.17694368553232
"TM4SF18",0.394492486680007,-1.40731348595426,5.12186898419684,3.6243957803097e-07,1.30258261674003e-06,5.1768125949325
"ACTC1",-0.551557813556166,-0.669357799891103,-5.12149090638103,3.63148614698645e-07,1.30491561911007e-06,5.17492695666155
"CENPB",-0.147251266955849,5.90879034236082,-5.12116874787988,3.63753839617464e-07,1.30687488297849e-06,5.17332031654682
"TRIM64B",0.126764620249185,-3.20619798498242,5.12044911889718,3.65109298125441e-07,1.31152845469063e-06,5.1697317935865
"CCDC47",0.212902919868692,5.82966903875249,5.12025449374475,3.65476722606709e-07,1.31263190796113e-06,5.1687613523313
"NOP14-AS1",0.183017116221388,2.73059426574734,5.12020203575288,3.65575816931513e-07,1.31277143225736e-06,5.1684997919264
"RGPD2",0.17670313063159,0.00985403465503523,5.11928772009309,3.67307156475634e-07,1.31877128680245e-06,5.16394133788531
"SLC45A1",0.332571546109481,0.781230039182491,5.11856250079546,3.68686058492719e-07,1.32350398921851e-06,5.16032620083373
"MPPE1",0.194424430875738,3.39084899746294,5.11831526459284,3.69157285780884e-07,1.32497731134335e-06,5.15909386714204
"DCST2",0.286165820624798,-2.17029610160655,5.118033575451,3.6969488917251e-07,1.32668834569648e-06,5.1576898737462
"PRR7-AS1",0.362760828310076,-0.16832024147411,5.11773202132655,3.70271243493718e-07,1.32853785538089e-06,5.15618695070393
"TMEM183A",-0.118773852595661,4.64661781574278,-5.11675074526879,3.72152754021186e-07,1.33506890189688e-06,5.1512969265332
"MAGI2-AS3",-0.346873679921317,3.21502587587768,-5.11561841175718,3.74335388818486e-07,1.34267788022301e-06,5.14565523910149
"HTR2C",0.205319024335025,-2.88475075046291,5.11531164376159,3.74928827645842e-07,1.34458511428619e-06,5.14412701611789
"SLC38A8",0.122787993029248,-3.06957697906963,5.11504509339062,3.75445204181791e-07,1.34621540219207e-06,5.14279921549629
"ABHD17C",-0.230757538061232,3.90150346778887,-5.11488684965283,3.75752088044788e-07,1.34709410965711e-06,5.14201096729061
"XYLT2",0.213840267332579,4.66569699604479,5.11452230470094,3.76459977028809e-07,1.34940991930544e-06,5.14019517369967
"SPRR2A",0.471505447844005,-2.41527521273651,5.11440793026823,3.76682339710976e-07,1.34982415632105e-06,5.13962550147916
"ZNF665",0.296851914452814,0.531283319814819,5.11439913969952,3.76699435272525e-07,1.34982415632105e-06,5.13958171821886
"POLR2E",-0.173776876146515,6.23970458866029,-5.1138245863766,3.77818432295911e-07,1.3536112528326e-06,5.13672019051746
"FAM86B1",-0.199483555935203,0.942320820924914,-5.11352194838695,3.78409139540324e-07,1.35550470994306e-06,5.13521304321782
"DEPTOR",0.383923222197822,-0.0650236632857622,5.11298476174816,3.79459852167435e-07,1.35904506553721e-06,5.13253804434063
"PPP1R14D",0.26073209524341,-2.82024876271728,5.11284267166476,3.79738245117824e-07,1.35981862960023e-06,5.13183053075036
"MTUS2",0.220359233951557,-2.43974728078977,5.11219308954669,3.81013468378068e-07,1.36416093919785e-06,5.12859628393147
"ZNF214",-0.24950195227726,-0.539638012666858,-5.11201104451568,3.81371590840627e-07,1.36521882116269e-06,5.12768995802164
"PIK3C3",0.175387559449141,3.51170706170736,5.11131363841081,3.82746554226512e-07,1.36991580430284e-06,5.12421814884158
"CYB5R4",-0.15130417075666,1.77183204783959,-5.11084511910193,3.83672947435079e-07,1.37300599845794e-06,5.12188603055016
"MIR4292",-0.430232905808394,1.18510505054917,-5.11017760799363,3.84996546812442e-07,1.37751638013844e-06,5.11856375417933
"OTP",0.196081880977689,-3.03595266574802,5.10990159509009,3.8554513800249e-07,1.37925275932922e-06,5.11719012791903
"HMGN2P46",-0.330891350165537,-0.765865048401776,-5.10860870512201,3.88124902968339e-07,1.3882537156402e-06,5.11075677364382
"C2CD2",0.260945885965781,3.4226114183384,5.10711923937387,3.91117586590998e-07,1.39859522372346e-06,5.10334718422152
"CDK3",-0.354135175068458,0.0101668249982968,-5.1071058800148,3.91144529296502e-07,1.39859522372346e-06,5.10328073520048
"C9orf131",0.208274247187825,-2.52514743156888,5.10571668668273,3.93956019974456e-07,1.40841700988407e-06,5.09637183318364
"CACNA1G-AS1",0.193292260042734,-2.71351457437814,5.10559506961305,3.94203079793188e-07,1.4090690795101e-06,5.09576707761226
"GPR137C",-0.326508233326518,-0.432006480598896,-5.10524274767093,3.94919652067616e-07,1.41139892054344e-06,5.09401519139252
"TEP1",0.174649564451588,2.58474633781895,5.1048786615801,3.95661473411107e-07,1.41381822001115e-06,5.09220492969556
"NECAP1",0.194502121519043,4.31081915287509,5.10302444928095,3.99460350851911e-07,1.42715872193198e-06,5.08298755725953
"ZNF814",0.185129712762137,2.18344423997872,5.10269036967271,4.00148544370407e-07,1.42938307898872e-06,5.08132717057613
"SMYD2",-0.195787003727694,4.43731230395305,-5.10058889130475,4.04503867879934e-07,1.44470402902864e-06,5.07088512033174
"CEP97",-0.192810374526113,2.03655097025083,-5.10029061115778,4.05125755222856e-07,1.44668800496658e-06,5.06940332505517
"CSK",-0.194888361243503,4.97191305700723,-5.10011763228356,4.05486823800549e-07,1.44774010988268e-06,5.06854403878437
"GRID2",0.181650346407703,-2.72822626125275,5.09995650698374,4.05823429461202e-07,1.44851131392782e-06,5.06774366097733
"MRPL40",-0.198571996948615,5.32639643462195,-5.0999505991642,4.05835776573168e-07,1.44851131392782e-06,5.0677143147844
"ZNF843",0.256985484285781,-1.18492184335656,5.09946868205835,4.06844187974214e-07,1.45187272452639e-06,5.06532057374455
"S100A1",0.341504614598712,0.621332318094963,5.09920744655765,4.07391834740807e-07,1.45358900917016e-06,5.06402307492603
"LIMD1-AS1",-0.26160126650012,0.107194592768372,-5.09844660238031,4.08990908772446e-07,1.45905564868232e-06,5.0602444901759
"CYB561A3",0.210290793713266,4.49524459025463,5.09788822055029,4.10168322789406e-07,1.4630164926471e-06,5.05747173597574
"PTP4A2",-0.159179667927901,6.65509379727803,-5.09681490535809,4.12440740053196e-07,1.47088113351213e-06,5.05214278934132
"NSUN3",-0.149276433293588,1.6950830978142,-5.09658378341949,4.12931659604392e-07,1.47239091192599e-06,5.05099542196959
"PDHX",0.159987822919842,4.57175380553594,5.09643400397959,4.13250103330612e-07,1.47325879404633e-06,5.05025189262161
"JAG1",0.358800335453646,3.91235405198998,5.09640571237276,4.1331028031231e-07,1.47325879404633e-06,5.05011145084247
"RNF223",0.363306553245674,-2.5686093652548,5.09636857858442,4.13389277694109e-07,1.47329937208941e-06,5.04992711689696
"DHDH",0.373019402442599,-1.84568504205391,5.09616260171131,4.13827732112201e-07,1.47462081483645e-06,5.04890466076068
"MRPS2",-0.231256277265966,4.99699308704944,-5.09541403839872,4.15424954864869e-07,1.4800702692128e-06,5.04518917039929
"NKG7",0.21218776285079,-2.76152864241659,5.09518435551624,4.15916226400052e-07,1.48157831833532e-06,5.04404924444201
"GTF2I",-0.207421164307496,5.860125214205,-5.09449722427627,4.17389293971495e-07,1.48658266028749e-06,5.04063927409936
"CNOT6L",-0.178379949700344,2.2459409303724,-5.09442579391881,4.17542714862907e-07,1.48688605276397e-06,5.04028481753133
"SMARCC2",-0.183618141047141,5.37237204176975,-5.09375854996697,4.18978481617512e-07,1.49175508405974e-06,5.03697400225941
"DHRS2",0.432205708886895,-1.39217696328277,5.09345884678118,4.1962493046347e-07,1.49364599812042e-06,5.03548703119028
"SYT14",0.334425389634593,-0.189719976195765,5.09344877871888,4.19646663629795e-07,1.49364599812042e-06,5.0354370801529
"LLGL1",-0.179003674348278,4.45043945616093,-5.09307346922223,4.20457592304903e-07,1.49628792035339e-06,5.03357511062533
"LINC01429",0.109081676633834,-3.09051296731847,5.09277968705205,4.21093421730263e-07,1.49830595354383e-06,5.03211770192093
"IDH3B",-0.193255698028222,5.87699996332651,-5.09205834125386,4.22658565933701e-07,1.50362941252169e-06,5.02853955371324
"HES6",-0.381315223685059,1.49209126526345,-5.09202446204564,4.22732213570159e-07,1.50364592453375e-06,5.02837151185069
"SLC10A7",-0.165803595108771,1.39777873456545,-5.09168926363301,4.23461546461214e-07,1.50599430347476e-06,5.02670897515252
"EXTL1",0.381026951752694,-0.495863568266631,5.09157322781643,4.23714303193486e-07,1.50664730198859e-06,5.02613347813864
"FRMPD3",0.214577577952366,-2.15129882040718,5.09119770007003,4.24533301702191e-07,1.50931320673694e-06,5.02427107741026
"MIR3939",-0.389283456873772,-2.36413565567997,-5.09110443526645,4.24736942396136e-07,1.50979086049132e-06,5.02380855807478
"BACH1",0.24075895132931,4.20313726924684,5.09043190300956,4.26208191613722e-07,1.51477352719997e-06,5.02047357056554
"RNF32",0.284798377871847,-0.123747457369747,5.09031451893238,4.26465488322944e-07,1.51544080080837e-06,5.01989152326169
"URGCP",0.159883411389506,4.15363446713284,5.09026898649594,4.26565332251626e-07,1.51554844118098e-06,5.01966575474407
"HSH2D",0.375043233020099,-2.19783958244657,5.08922355699296,4.28863981577595e-07,1.52346693162305e-06,5.01448261352571
"ZC2HC1C",0.223212339664588,-0.570464780147532,5.08814572460515,4.31246405662336e-07,1.53168038783737e-06,5.00913988044725
"NBPF6",0.180867292773304,-2.90780428697976,5.08735639135117,4.32999241679589e-07,1.53765539051471e-06,5.00522789736917
"LINC00525",0.287770105513423,-2.26036473806113,5.08664219670229,4.34591151134961e-07,1.54305706097943e-06,5.00168880247569
"KL",0.192962405113489,-2.75783401520611,5.08619760083304,4.35584990462749e-07,1.54633381267242e-06,4.99948590616597
"RGPD5",0.17955181596436,2.23874206304552,5.08554988120551,4.37036818723827e-07,1.55123510017791e-06,4.99627689376211
"RCAN3",-0.216864230129175,2.4638509605216,-5.08461580576425,4.39138733200254e-07,1.55844185609667e-06,4.99164986562522
"MSRA",-0.227796723664691,3.133578638521,-5.08376813201303,4.41054672081073e-07,1.56498637105465e-06,4.98745153489599
"CLCA3P",0.177149805134362,-3.00711523936062,5.08353226413073,4.4158922269824e-07,1.56662799781743e-06,4.98628345442963
"FAM89B",0.191479983651587,5.43653055761835,5.0827653091229,4.43331713396622e-07,1.57255380675767e-06,4.98248564514429
"RBM8A",-0.192883330511684,5.02932392427694,-5.08186927113109,4.45375889889594e-07,1.57954763032133e-06,4.97804933190068
"IL1RL1",0.537877153066043,-1.19435622862492,5.08183219276029,4.45460674543174e-07,1.57959122836383e-06,4.97786577168832
"MAPRE1",-0.161735379115513,6.72771658696662,-5.08159888805752,4.45994514791597e-07,1.5812268918498e-06,4.97671080242502
"NGF",-0.494957335450424,0.523967978648797,-5.07972093423424,4.50314156263826e-07,1.59628200178766e-06,4.967415872108
"CCNI",-0.231612667993336,7.09309443175045,-5.07963807742305,4.50505670285499e-07,1.59670113134695e-06,4.96700584758709
"PLIN2",0.420979997299185,5.82914553890219,5.07858405148385,4.52948808077756e-07,1.60509912636434e-06,4.96179045812795
"RSRP1",0.233376401788911,4.4903032670053,5.07789033221243,4.54563766360663e-07,1.61056007625998e-06,4.95835845070223
"IPO7",-0.140671551186137,6.08912545676108,-5.0771203931598,4.56362674935182e-07,1.61667089690093e-06,4.9545498859004
"C2orf78",0.146968905801137,-3.09488132955401,5.07580057401024,4.59462350385881e-07,1.62738696601241e-06,4.94802257171866
"SFTA1P",0.5573069911152,-0.167494905159306,5.07418230358953,4.63290720230893e-07,1.64068012251441e-06,4.94002143341196
"RAB4B",0.227962291017731,3.26609430586712,5.07400233464161,4.63718374952726e-07,1.64192775271692e-06,4.93913177117493
"CCL17",0.195388044728568,-3.04774430681094,5.07338768643768,4.65181821841645e-07,1.64684190055718e-06,4.93609353249892
"LINC01198",0.258975760225935,-2.31070604683676,5.07310507122818,4.65856210978751e-07,1.6489614745333e-06,4.93469666788096
"TTC24",0.146283665282716,-3.06759181132846,5.07247272558418,4.67368564993878e-07,1.65404596901358e-06,4.93157148015622
"PARP16",-0.176711708796772,1.9071216267752,-5.0718605324648,4.68837238805752e-07,1.65897425033734e-06,4.92854624313583
"NACAD",-0.293161133351749,1.59740258598966,-5.07050090468942,4.7211499856821e-07,1.67030131820122e-06,4.92182869510271
"NFKBIB",0.155533257393986,3.99929901890056,5.0700997342598,4.73086352890724e-07,1.67346617361832e-06,4.91984694893973
